customer,state,response,coverage,education,employment_status,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
CH50584,Oregon,No,Basic,High School or Below,Employed,Suburban,Divorced,Personal,Offer4,Call Center,Medium-Class Car,Small
JV97593,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
ND68993,Nevada,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Web,Medium-Class Car,Medsize
YT46746,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Branch,Normal Car,Medsize
RF94484,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Corporate,Offer2,Web,Normal Car,Large
No19664,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Large
BA97018,Arizona,No,Extended,High School or Below,Other status,Suburban,Single,Personal,Offer2,Web,Normal Car,Medsize
HY16703,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
MA15172,California,Yes,Premium,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Agent,Luxury Car,Medsize
WO81184,California,No,Basic,Bachelor or College,Employed,Urban,Single,Special,Offer3,Agent,Normal Car,Large
FX39582,Washington,No,Extended,Bachelor or College,Employed,Urban,Single,Personal,Offer3,Web,Medium-Class Car,Medsize
ZG23976,California,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Small
WE25756,Arizona,No,Extended,High School or Below,Employed,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
AP59947,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Medsize
JG31799,California,No,Extended,Bachelor or College,Other status,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
XY28151,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Call Center,Normal Car,Medsize
ZB72138,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
OP52966,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
TG67664,California,Yes,Extended,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
DH14632,Oregon,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer1,Call Center,Medium-Class Car,Small
QN26812,Arizona,No,Basic,High School or Below,Employed,Rural,Single,Personal,Offer1,Agent,Normal Car,Medsize
PD97837,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer2,Web,Normal Car,Medsize
LX67597,Nevada,No,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer1,Agent,Normal Car,Small
VH35998,California,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer4,Agent,Normal Car,Medsize
UE54045,California,No,Extended,High School or Below,Employed,Urban,Married,Corporate,Offer3,Agent,Medium-Class Car,Medsize
XA50997,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
GM37281,California,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
QT84069,Oregon,No,Extended,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Branch,Luxury Car,Small
MG74662,Oregon,No,Extended,High School or Below,Employed,Rural,Single,Corporate,Offer3,Branch,Normal Car,Medsize
EP46328,California,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Small
UL87052,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
GA93544,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
EW73206,California,No,Basic,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Call Center,Normal Car,Medsize
MV19629,Oregon,No,Extended,Bachelor or College,Employed,Rural,Single,Personal,Offer1,Branch,Normal Car,Medsize
TK67721,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer4,Call Center,Normal Car,Medsize
AD38685,California,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
LX72964,Arizona,No,Extended,High School or Below,Employed,Urban,Single,Personal,Offer2,Branch,Normal Car,Large
MR37609,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Special,Offer1,Web,Medium-Class Car,Medsize
OG30514,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
GJ44951,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
YB19340,Oregon,No,Premium,High School or Below,Employed,Rural,Married,Corporate,Offer2,Call Center,Normal Car,Medsize
BD42101,California,No,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Corporate,Offer1,Branch,Medium-Class Car,Medsize
RZ89024,Oregon,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Medsize
ZO20633,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer3,Branch,Normal Car,Medsize
KL39500,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Small
QK24293,Oregon,Yes,Extended,Doctor or Master,Unemployed,Suburban,Married,Corporate,Offer1,Agent,Normal Car,Medsize
RW71963,Nevada,No,Extended,High School or Below,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Small
HR71115,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Branch,Normal Car,Medsize
UL55837,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Large
IW77519,Washington,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer3,Web,Normal Car,Medsize
CR88883,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
YD58301,California,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
RT60959,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Married,Corporate,Offer1,Agent,Luxury Car,Medsize
KC67832,California,No,Extended,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Web,Normal Car,Medsize
DK92014,Arizona,Yes,Basic,High School or Below,Other status,Suburban,Single,Personal,Offer1,Web,Normal Car,Small
ZA44520,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Medium-Class Car,Large
AJ69060,California,No,Extended,Bachelor or College,Unemployed,Rural,Married,Personal,Offer4,Branch,Normal Car,Medsize
ME35315,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Small
BU61331,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Branch,Normal Car,Medsize
XI68015,Washington,No,Basic,Bachelor or College,Employed,Rural,Single,Personal,Offer3,Web,Normal Car,Medsize
HG51739,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Medsize
FI22970,Oregon,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer4,Agent,Normal Car,Small
OF93412,Nevada,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Call Center,Medium-Class Car,Medsize
AH97088,Nevada,No,Extended,High School or Below,Employed,Rural,Divorced,Personal,Offer4,Agent,Normal Car,Medsize
BI81476,Oregon,No,Extended,High School or Below,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
IA18854,California,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer1,Web,Normal Car,Small
OO62338,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Corporate,Offer1,Web,Normal Car,Small
JH35547,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Call Center,Normal Car,Large
DY34638,Oregon,Yes,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer2,Agent,Medium-Class Car,Small
MT16688,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer3,Branch,Normal Car,Medsize
NN51066,Oregon,Yes,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer2,Agent,Normal Car,Large
YF73402,Oregon,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Large
ZR56751,Washington,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Call Center,Normal Car,Small
GR32910,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
MZ89625,California,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
IK51081,California,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Call Center,Normal Car,Medsize
VI34110,Arizona,No,Basic,Bachelor or College,Unemployed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
VH62312,Nevada,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Corporate,Offer2,Call Center,Normal Car,Small
YU39743,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Call Center,Medium-Class Car,Medsize
RO57944,Nevada,Yes,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Large
VL32622,California,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer3,Agent,Normal Car,Small
NV35796,Oregon,No,Extended,Doctor or Master,Employed,Urban,Divorced,Personal,Offer2,Call Center,Normal Car,Small
UU32345,California,Yes,Extended,Bachelor or College,Employed,Suburban,Single,Corporate,Offer2,Branch,Normal Car,Medsize
YM94448,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Small
WX46704,California,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Normal Car,Small
HY35960,Arizona,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer4,Branch,Normal Car,Small
PB41497,Oregon,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Small
GP37412,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Agent,Normal Car,Small
KU62853,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Special,Offer1,Agent,Normal Car,Medsize
EA87824,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Branch,Normal Car,Small
DM42912,California,No,Extended,Bachelor or College,Other status,Suburban,Married,Personal,Offer3,Call Center,Medium-Class Car,Medsize
HK50871,California,No,Basic,High School or Below,Other status,Rural,Married,Personal,Offer4,Web,Normal Car,Large
ZX73673,Arizona,Yes,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Small
EO95783,Arizona,No,Basic,High School or Below,Employed,Rural,Divorced,Personal,Offer2,Call Center,Normal Car,Medsize
TR18791,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Small
DC83427,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Web,Normal Car,Small
OG31942,California,No,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer1,Agent,Luxury Car,Medsize
AK17025,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
RT17851,Oregon,No,Extended,High School or Below,Employed,Urban,Married,Special,Offer1,Branch,Medium-Class Car,Medsize
UF56271,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
BP25150,Arizona,No,Basic,Bachelor or College,Employed,Urban,Single,Corporate,Offer1,Call Center,Normal Car,Small
XT34986,Oregon,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Medium-Class Car,Medsize
OI74902,California,No,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Web,Medium-Class Car,Medsize
GV33313,Arizona,Yes,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
WA54110,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer4,Agent,Normal Car,Small
IS94199,California,Yes,Basic,High School or Below,Other status,Suburban,Single,Personal,Offer1,Web,Normal Car,Small
XE22944,Arizona,No,Extended,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Call Center,Medium-Class Car,Medsize
CK24264,Arizona,No,Extended,High School or Below,Unemployed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
BF54215,California,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
HW85007,Oregon,No,Extended,Bachelor or College,Employed,Rural,Divorced,Personal,Offer4,Agent,Medium-Class Car,Medsize
PA56702,Arizona,No,Basic,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer4,Agent,Medium-Class Car,Small
VD87432,Washington,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Branch,Medium-Class Car,Medsize
GG57214,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
EK10022,California,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer3,Web,Medium-Class Car,Medsize
IV97881,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer4,Call Center,Medium-Class Car,Medsize
GS85403,Washington,Yes,Extended,Doctor or Master,Unemployed,Suburban,Single,Corporate,Offer1,Branch,Medium-Class Car,Medsize
UO48558,California,No,Extended,High School or Below,Employed,Suburban,Married,Corporate,Offer1,Branch,Normal Car,Medsize
SX18141,Arizona,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer4,Call Center,Normal Car,Medsize
KK26955,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
PV12088,Arizona,No,Basic,High School or Below,Other status,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
TV97612,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
VA95387,Nevada,No,Basic,High School or Below,Employed,Rural,Married,Corporate,Offer2,Branch,Normal Car,Medsize
XF93358,Arizona,No,Basic,High School or Below,Other status,Suburban,Divorced,Personal,Offer1,Agent,Luxury Car,Medsize
WP64059,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer3,Call Center,Normal Car,Medsize
YY63521,Arizona,Yes,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Branch,Normal Car,Medsize
FH69597,California,No,Basic,High School or Below,Employed,Urban,Married,Personal,Offer1,Branch,Luxury Car,Medsize
UT76436,Nevada,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
VA94160,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer3,Agent,Normal Car,Large
NJ55678,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
OJ60800,Oregon,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
PG20605,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Agent,Normal Car,Large
UT88283,Arizona,No,Basic,Bachelor or College,Other status,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
AF48816,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Large
SY93381,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
ZI63885,Washington,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
SD41771,California,No,Premium,High School or Below,Employed,Suburban,Single,Personal,Offer3,Call Center,Medium-Class Car,Medsize
IG80910,Oregon,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
RA62452,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer4,Call Center,Medium-Class Car,Small
NI88122,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Web,Normal Car,Small
LG90006,Oregon,No,Extended,Doctor or Master,Employed,Urban,Married,Personal,Offer1,Branch,Normal Car,Medsize
XZ83249,Nevada,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer3,Call Center,Medium-Class Car,Small
EP26605,Washington,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
LW29130,Washington,No,Basic,High School or Below,Employed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
UD61088,California,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Small
UY81122,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
ED87136,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Call Center,Normal Car,Medsize
PK58026,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
OD79784,Arizona,No,Basic,Bachelor or College,Employed,Urban,Single,Corporate,Offer2,Branch,Normal Car,Medsize
OO79691,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Medium-Class Car,Medsize
PE72393,Arizona,No,Premium,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Branch,Normal Car,Medsize
QG39997,Arizona,No,Premium,Bachelor or College,Other status,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
ET45138,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
WP46383,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Small
FJ12205,Oregon,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Agent,Normal Car,Medsize
KE42114,Nevada,No,Basic,Doctor or Master,Other status,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
CO15448,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Small
SU31072,Washington,No,Basic,Bachelor or College,Employed,Rural,Divorced,Personal,Offer4,Branch,Normal Car,Medsize
LC87490,Arizona,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
OT36536,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
DE59454,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer2,Branch,Normal Car,Small
VS63956,California,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Agent,Normal Car,Small
TR39403,California,No,Extended,Doctor or Master,Employed,Rural,Married,Corporate,Offer4,Branch,Normal Car,Medsize
AB62982,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer3,Call Center,Normal Car,Small
QP76867,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Agent,Medium-Class Car,Large
MO41014,Arizona,Yes,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Call Center,Normal Car,Medsize
EK56325,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Normal Car,Medsize
LB59405,California,Yes,Extended,High School or Below,Employed,Suburban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
JI37927,Oregon,No,Basic,Bachelor or College,Unemployed,Rural,Married,Corporate,Offer2,Agent,Medium-Class Car,Medsize
OJ43280,California,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer3,Web,Normal Car,Medsize
YW43854,Washington,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
AL43475,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Branch,Luxury Car,Large
XY80192,Oregon,No,Premium,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
PI71828,Arizona,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer1,Branch,Normal Car,Medsize
RQ94849,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
JX93039,Washington,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Medium-Class Car,Medsize
KF44948,Washington,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
OK14812,Nevada,Yes,Basic,Doctor or Master,Employed,Rural,Divorced,Personal,Offer1,Agent,Normal Car,Large
UV49359,Nevada,No,Basic,Bachelor or College,Employed,Urban,Single,Corporate,Offer3,Agent,Luxury Car,Small
IZ88103,California,No,Premium,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
QC27179,Oregon,No,Basic,Bachelor or College,Employed,Urban,Single,Personal,Offer1,Agent,Normal Car,Medsize
VC47959,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Branch,Normal Car,Medsize
BN45584,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Special,Offer3,Branch,Medium-Class Car,Medsize
YP53257,Oregon,Yes,Premium,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Agent,Luxury Car,Medsize
VP84987,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
LK57934,Nevada,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
AV49798,Arizona,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
RD73104,Washington,No,Premium,High School or Below,Other status,Suburban,Divorced,Personal,Offer2,Web,Normal Car,Medsize
IZ17303,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
PK79296,California,No,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer2,Branch,Normal Car,Medsize
VA82895,Oregon,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer2,Branch,Medium-Class Car,Medsize
WC66749,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Call Center,Normal Car,Small
JO68735,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
JA55700,California,Yes,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Web,Medium-Class Car,Medsize
IX97339,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Branch,Medium-Class Car,Medsize
DH93540,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
KV56995,Nevada,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Large
PA15141,California,No,Extended,High School or Below,Employed,Urban,Married,Special,Offer1,Branch,Normal Car,Large
FC48492,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Branch,Normal Car,Medsize
ZJ29643,Washington,Yes,Extended,Doctor or Master,Unemployed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
EC22495,Oregon,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer4,Branch,Normal Car,Small
RO87000,California,No,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
YU35148,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Medium-Class Car,Medsize
BW51534,California,No,Basic,High School or Below,Unemployed,Suburban,Married,Corporate,Offer1,Branch,Medium-Class Car,Small
ER50891,California,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer4,Agent,Normal Car,Medsize
LM63497,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Web,Normal Car,Medsize
DE71115,Washington,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
AX71238,California,No,Extended,High School or Below,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
IZ50034,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Branch,Medium-Class Car,Medsize
AR75105,California,Yes,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Medium-Class Car,Small
LX77880,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
PQ72803,Washington,Yes,Extended,High School or Below,Other status,Suburban,Married,Personal,Offer2,Agent,Normal Car,Large
PV99529,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Divorced,Personal,Offer1,Branch,Normal Car,Medsize
UW10841,California,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
UO93347,California,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
WK46492,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer3,Agent,Medium-Class Car,Large
DO70918,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Single,Special,Offer1,Agent,Medium-Class Car,Small
KG71396,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
MI16758,Nevada,No,Basic,High School or Below,Employed,Urban,Divorced,Personal,Offer1,Web,Medium-Class Car,Small
AT98182,California,No,Basic,Doctor or Master,Unemployed,Rural,Married,Corporate,Offer4,Agent,Normal Car,Large
GP67583,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Web,Normal Car,Medsize
DY73849,California,No,Extended,Bachelor or College,Unemployed,Rural,Married,Personal,Offer2,Call Center,Medium-Class Car,Large
UR42360,California,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer2,Call Center,Normal Car,Small
IK74329,Arizona,No,Basic,High School or Below,Other status,Rural,Single,Personal,Offer1,Agent,Normal Car,Medsize
WJ20394,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Married,Corporate,Offer4,Web,Medium-Class Car,Medsize
PF26758,Oregon,No,Extended,Bachelor or College,Employed,Urban,Single,Special,Offer1,Agent,Normal Car,Medsize
DK81475,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Call Center,Medium-Class Car,Large
DK93464,Nevada,No,Premium,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Agent,Normal Car,Medsize
XS76166,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Small
TZ76531,California,No,Premium,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Normal Car,Medsize
RC22595,Arizona,No,Premium,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Branch,Normal Car,Large
IA90990,California,No,Extended,High School or Below,Unemployed,Suburban,Single,Corporate,Offer2,Branch,Normal Car,Medsize
QQ69088,Washington,No,Basic,Doctor or Master,Other status,Suburban,Married,Corporate,Offer3,Web,Normal Car,Small
ED59130,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Call Center,Luxury Car,Medsize
SC90717,California,No,Extended,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Web,Normal Car,Medsize
